Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary
stuck,Empty_mind,24673591,12 Jun 2020,Explicit,No category,Graphic Depictions Of Violence,Complete Work,English,"1,654",1,3,5,1,90,"
Graphic Depictions Of Violence
","
Depression. The word was foreign in my mouth. I didn’t have depression. I had a lovely childhood with lots of friends and a loving family. But the quotes on Pinterest about depression and anxiety were so alluring. While I did have extreme social anxiety to the point where I could barely open my mouth in public without a raspy voice, I was not depressed. But I wanted to be. I wanted to be set apart from others, to be different. I would consistently look up ‘depression quotes’ or ‘anxiety quotes’ on Pinterest in hopes to fall into a slump by reading the mood-killing sentences.
"
Haunt the corner of my eye,harryromper,24673885,04 Jul 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"23,358",5,135,1131,216,9798,"
No Archive Warnings ApplyDraco Malfoy/Harry PotterHarry Potter Draco Malfoy Hermione Granger Ron Weasley Luna Lovegood Neville Longbottom John Dawlish Angelina Johnson Parvati Patil Dennis CreeveyPost-Hogwarts Harry Potter Epilogue What Epilogue | EWE Post-Second War with Voldemort Mystery And Angst With A Happy Ending Auror Harry Potter Student Draco Malfoy Healer Luna Lovegood Wizarding Politics (Harry Potter) Number Twelve Grimmauld Place
","
Harry’s life is very much on track. After a successful career as an Auror, he’s set to become the youngest ever Minister for Magic. But strange things are starting to happen at Grimmauld Place. Items he doesn’t recognise are appearing left and right, and somehow he never feels quite alone. There’s only one thing Harry knows for sure: it has something to do with Draco Malfoy.
"
Curses That Feel Like Blessings,ArwenKing,24673945,04 Dec 2020,Explicit,M/M,"Choose Not To Use Archive Warnings, Underage",Work in Progress,English,"3,998",2,33,333,46,34447,"
Creator Chose Not To Use Archive Warnings UnderageVernon Dursley/Harry PotterVernon Dursley Harry PotterUnderage - Freeform Drinking Piss human toilet Smegma smegma ingesting Blow Jobs Face-Fucking Orgasm Delay/Denial Cock Rings Dead Dove: Do Not Eat
","
Vernon waits for Petunia and Duddly to leave for a weekend, then he takes action. He's wanted this for too damn long, and it's time that the boy knew that he wanted it too.
"
Neville Longbottom and the Dragon Tattoo,delphoxdork,24673972,16 May 2022,Teen And Up Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"29,017",12,2,8,1,188,"
No Archive Warnings ApplyNeville Lognbottom/Original CharacterNeville Longbottom Original Character Harry Potter Draco Malfoy Ginny Weasley Alecto Carrow Severus Snape Amycus CarrowAlternate Universe - Soulmates Soulmate-Identifying Marks Original Character(s) Enemies to Lovers Angst like angst to the max At some point it should be sweet probably
","
Set in a world where all magic folk have soulmarks, each one representing the thing their soulmate is most passionate about. Upon one's soulmate seeing the mark, it becomes full color and completes the soulmate bond, binding two witches' and wizards' powers and creating a strong connection. During the Hogwarts year 1997-1998, Neville Longbottom finds himself doing what he can to resist the dark powers that have forced themselves onto the school. In doing so though, the untimely finding of his soulmate sets him back. What would usually be a joyous occasion especially for a young wizard of his age, is overshadowed by the current events in the world. What's more though is that his soulmate, Arthur McCross, is a Slytherin, one from a group filled with the worst of the worst. Will Neville get past the many preconceived notions he has about Arthur and see the good in him, if there's any at all? And will Arthur break away from fate and learn that the things you love are truly worth standing up for? Only time spent at the hellish year of Hogwarts will tell.
"
Confetti,shimotsuki,24673981,12 Jun 2020,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,420,1,9,56,2,706,"
No Archive Warnings ApplyRemus Lupin/Nymphadora TonksRemus Lupin Teddy Lupin George WeasleyFluff Family Alternate Universe Post-War
","
New Year's Eve, 2002: Remus is almost ready to ring in the New Year when he notices that something is missing.
"
James Raises Harry,Enchantedtalisman,24674206,14 Jun 2020,Mature,M/M,No Archive Warnings Apply,Work in Progress,English,"3,770",2,7,142,45,1993,"
No Archive Warnings ApplyUndecidedJames Potter Harry PotterFluff Alternate Universe - Canon Divergence James Potter Raises Harry Male Lactation Implied Mpreg
","
""I'm sorry James."" Lily says, the last thing she says to James.James smiles feebly, it's a weak thing--barely there, and he clings to Harry's small form in his arms. Tightly but not enough to hurt his baby boy. ""It's fine."" He says, and feels guilt in response to the signs of guilt in Lily's expression--the crease to her eyes, the way they tear up slightly.One of the finest Wixen to come out of Hogwarts, and James has no doubt she will become something great. Even if that something great isn't a mother. Or a wife.Lily swallows tightly and doesn't touch Harry as if she thinks she's not allowed. ""I do love him."" She whispers. Tears start sliding down her cheeks.""I would thinks so."" James jokes, but his voice doesn't have the right tenor.
"
Room for Another,xxDustNight88,24674263,11 Jun 2020,Mature,Multi,No Archive Warnings Apply,Complete Work,English,"1,142",1,9,43,2,903,"
No Archive Warnings ApplySteve Rogers/Tony Stark Hermione Granger/Steve Rogers/Tony StarkTony Stark Steve Rogers Hermione GrangerThreesome - F/M/M Co-workers Crossover
","
Steve and Tony have a proposition for Hermione, and it just might be exactly the one she's been hoping for all this time.
"
Forgiving The Fallen,The_Wolf_Inside,24674290,13 Apr 2021,General Audiences,Other,Choose Not To Use Archive Warnings,Work in Progress,English,"14,685",5,9,114,22,2216,"
Creator Chose Not To Use Archive WarningsHarry Potter & Weasley Family Harry Potter/Weasley Family Harry Potter & Ron Weasley Harry Potter & George WeasleyHarry Potter Ron Weasley George Weasley Arthur Weasley Molly Weasley Bill Weasley Charlie Weasley Ginny Weasley Percy WeasleyHarry Potter is Not Okay Guilty Harry Potter Harry Potter Has PTSD - Post-Traumatic Stress Disorder undoubtedly Ron Weasley is a Good Friend George Weasley is a Good Friend All the Weasleys are Good Hurt/Comfort Harry is Hurting Harry Suffers in Silence past trauma Past Violence Angst and Hurt/Comfort Emotional Hurt/Comfort Hurt Harry Potter Hurt Weasleys too but they're dealing with it better harry is repressed
","
After the Battle of Hogwarts is won, Harry stays with the Weasleys but he is far from alright. Harry feels like he is trapped in a sink hole that is slowly dragging him down and no one can help. Even though he is surrounded by the closest thing he has to a family. Will anyone notice? Will the Weasleys be able to help him in time? Who is the one that knows?
"
Growing Intensity,ForeverEvan,24674293,12 Jun 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"3,000",1,2,31,5,591,"
No Archive Warnings ApplyHermione Granger/Draco MalfoyHermione Granger Draco Malfoy Minerva McGonagallRon Weasley Bashing Minor Character Death
","
25 years after Harry Potter announced that Voldemort was back, Hogwarts is hosting the Triwizard Tournament for the first time. Draco, the Head Librarian at Hogwarts, is surprised when McGonagall shows up to offer Hermione Granger as his library assistant. Clearly, something terrible happened to her. As he adjusts to her presence, he finds a curious attraction to his former school rival. It all comes to head the night before the last challenge, and it does not end happily ever after. Can Draco overcome his mistakes and let himself fall in love again?
"
Roses,nannomybeloved,24674410,12 Jun 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,936,1,1,24,3,462,"
No Archive Warnings ApplyHarry Potter/Ginny Weasley Minor Dean Thomas/Ginny Weasley - RelationshipHarry Potter Ginny Weasley Dean Thomas Molly Weasley Original Male Character(s)Angst Possibly Unrequited Love literally only dean/ginny for like one scene Hurt No Comfort You Have Been Warned
","
Ginny never showed up to their date.
"
New Relavations,twopurpledoves,24674464,12 Jun 2020,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,134",1,0,5,0,169,"
Creator Chose Not To Use Archive WarningsSirius Black/Remus LupinSirius Black Remus Lupin James Potter Lucius Malfoy Mary Macdonald Marlene McKinnon Orion Black Alice Longbottom Frank LongbottomAlternate Universe - Medieval its a feudal system this was originally for school lmao Medieval AU wolfstar
","
Its 1367 and after waiting months for the love of his life to get back Remus finally gets his letter and learns something new about himself.
"
Be My One and Only,Minxchester,24674740,12 Jun 2020,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"4,475",1,4,61,11,3117,"
No Archive Warnings ApplyHermione Granger/Draco MalfoyDraco Malfoy Hermione GrangerFirst Time Heterosexual Sex Vaginal Sex clitoris Kissing Sweet Timestamp Tenderness Missionary Position Cowgirl Position
","
In chapter 34 of The Iron Sky, our lovers finally had their first time. And this is what happened then, beyond those cheeky *** 😉
"
A Very Merry Christmas to You,Antosha,24674842,12 Jun 2020,General Audiences,"F/M, Gen, M/M",No Archive Warnings Apply,Complete Work,English,"1,124",1,12,52,5,713,"
No Archive Warnings ApplyAlbus Dumbledore/Gellert GrindelwaldAlbus Dumbledore Harry Potter Severus Snape Ginny WeasleyBook 1: Harry Potter and the Philosopher's Stone Alternate Universe - Canon Divergence Meta Metafiction Invisibility Cloak (Harry Potter) Christmas Minor Harry Potter/Ginny Weasley Lily Evans Potter & Severus Snape Friendship Implied Slash Matchmaker Albus Dumbledore Crack Treated Seriously Reductio ad absurdam Postscripts Epistolary Letters Dumbledore should have told Harry Narrative logic Gay Albus Dumbledore Horcruxes The Deathly Hallows
","
Your father left this in my possession before he died. It is time it was returned to you. Use it well. A very Merry Christmas to you.—PS/SS, ""The Mirror of Erised""
"
"Harry Potter, Wardsmith",twistedmiracle,24674935,12 Feb 2022,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"35,650",9,14,135,36,4664,"
No Archive Warnings ApplyDraco Malfoy/Harry Potter Narcissa Malfoy/ OMCDraco Malfoy Narcissa Black Malfoy Neville Longbottom Hermione Grangerfancy magic sexist crap that Narcissa and Hermione experience but Hermione to the rescue Neville too Harry is a Gentleman Draco is insecure Draco is also super hot Harry totally notices Narcissa's homophobia gets in the way but not permanently Happy Ending Don't copy to another site TM's drabbles
","
Draco senses a falseness in The Manor's wards, so he calls upon the very best Wardsmith to help him get to the bottom of it. He gets that, and a great deal more, in the end.
"
HodgePodge,ClaudiaWrites,24675073,11 Mar 2022,Teen And Up Audiences,"F/M, Gen","Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"30,850",28,538,684,62,13325,"
Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyJames Potter/Lily Evans PotterJames Potter Lily Evans Sirius Black Remus Lupin Peter Pettigrew Mary Macdonaldjily Drabbles collection of drabbles Unrelated Works Romance Humor Angst everything under the sun - Freeform MWPP Marauders AU Canon Compliant One Shot Mutual Pining Sexual Tension Enemies to Lovers Enemies to Friends to Lovers Friends to Lovers Could literally be anything Arguments Fluff Hogwarts
","
A collection of unrelated Jily drabbles and ficlets that were too short and silly to post as stand-alone stories. Will be updated as and when I write more.
"
Swimming in a Fish Bowl,Brookie88,24675514,12 Jun 2020,Explicit,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"12,722",5,15,46,10,1192,"
No Archive Warnings ApplyHermione Granger/Theodore Nott Hermione Granger/Blaise Zabini Pansy Parkinson/Ron Weasley Draco Malfoy/Harry PotterHermione Granger Theodore Nott Blaise Zabini Ron Weasley Draco Malfoy Harry Potter Pansy ParkinsonRoommates Angst Angst with a Happy Ending Cussing Sex Post-Hogwarts Harry Potter Epilogue What Epilogue | EWE Alcohol oh my god they were roommates References to Depression Inspired by Music Adults Ron Weasley is a Good Friend
","
Hermione is lost after the war. Harry is a mess that she cannot fix, and everyone around her is grieving. She needs a change. A new wardrobe leads to a new flat, new friends, and a rather old connection she tried to forget about. Did she make it all up? Or was her soulmate in the very next room?
"
Every Inch A Flame,Mishkin (CrimsonSparks),24675673,22 Sep 2021,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"8,870",9,25,101,19,1956,"
No Archive Warnings ApplyLuna Lovegood/Harry PotterHarry Potter Luna LovegoodLove Fluff Cute Post-Hogwarts Drabble Collection What-If OTP Feels Romance Friendship Friendship/Love One Shot Collection Marriage Multi-Era soft Family Fluff
","
""I love her, and that's the beginning and end of everything.""A collection of short drabbles and one-shots featuring the friendship and love between two wizards who were never given the chance to be soulmates. If things had worked out differently, how different would they be?
"
A Merry Xmas Day,slytherinnugget7,24675880,12 Jun 2020,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,178",1,1,60,2,833,"
Creator Chose Not To Use Archive WarningsMinerva McGonagall & Harry PotterMinerva McGonagall Harry Potter Neville Longbottom Ron Weasley Albus Dumbledore Filius FlitwickNo Slash One Shot Short One Shot Hogwarts First Year Christmas Pumpkin Juice (Harry Potter) Short & Sweet
","
Harry is the only one to stay for Christmas this year, Professor McGonagall is just a bit worried and spends the day with him.This is also posted on Wattpad in my harry potter Oneshot book (under the user: slytherin-lucy)
"
He is the Grand Rider (with a dark past and a little bit of death in his breath),Madu,24675982,05 Jul 2020,Mature,"Gen, M/M","Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"6,002",2,45,267,119,4048,"
Graphic Depictions Of Violence Major Character DeathHarry Potter & Fujimaru Ritsuka Harry Potter & Merlin & Leonardo da Vinci & Gilgamesh | Caster & Cú Chulainn | Caster Harry Potter & The Round Table Harry Potter & Spirit Heroic EMIYA | Archer & Gilgamesh | Archer Diarmuid Ua Duibhne/Harry Potter | Lancer/Harry Potter Achilles | Rider of Red/Harry Potter Diarmuid Ua Duibhne | Lancer/Achilles | Rider of Red/Harry PotterLeonardo da Vinci | Caster Gilgamesh | Caster Gilgamesh | Archer Cú Chulainn | Lancer Cú Chulainn | Caster Arthur Pendragon | Saber Fujimaru Ritsuka Leonidas I | Lancer Romani Archaman Mash Kyrielight | Shielder Harry Potter Merlin | Caster Achilles | Rider of Red Mordred | Saber of Red Bedivere | SaberHarry becomes a Servant Achilles and Diarmuid have a crush and don't know what to do with it The Round Table adopts the baby Rider and will kill anyone who tries to hurt him Sarcasm as a means of making friends Fou is the support animal for the treatment of depression Florence and Romani want to kill the Dursleys and dance on the corpses because they are doctors and hate child abuse Joanne is a great psychologist and Harry is very grateful to her Harry thinks Ritsuka is too pure for this shit Arturia and Galahad are pissed off because they hate children who are turned into soldiers Jack is also annoyed because Harry was abandoned when he was a baby Romani is deprived of sleep and the author also Harry's Reality Marble will make you cry Mama Bedivere is on a mission to make his baby Rider emotionally more stable Daddy Arthur just wants his child to be happy Mordred has a new little brother and she loves him Harry is lucky rank E It's a level below the Lancers He suffers very seriously Mash needs a break from Ritsuka's upbeat and innocent shine
","
When Ritsuka needs to summon a new Servant to help resolve a new Lostbelt in Britain, his luck in the EX ranking strikes again at the same time that a certain boy returns to the Throne of Heroes after fulfilling his bargain with the Great Grail.
The new Rider is ... strange. Strange, extremely sad and magically powerful, as well as gentle and completely antisocial. Ritsuka just wants to hug him and help him get over what happened before Rider died, actually. And learn what happened to him to make him so reclusive - not necessarily in that order.
 
Or the one where Harry Potter dies, but instead of going to King's Cross Station to talk with Dumbledore, he ends up headfirst on a new mission to save the world - oh, and Chaldea finally creates a therapy program for the Servants.
"
Hogwarts: The Next Generation,tomnooksformula,24676165,12 Jun 2020,General Audiences,"F/F, F/M, Gen, M/M",No Archive Warnings Apply,Work in Progress,English,"1,573",1,0,0,0,103,"
No Archive Warnings ApplyHarry Potter & James Sirius Potter James Sirius Potter & Lily Luna Potter Albus Severus Potter & James Sirius Potter James Sirius Potter & Fred Weasley IIJames Sirius Potter Albus Severus Potter Lily Luna Potter Scorpius Malfoy Fred Weasley II Harry Potter Ginny Weasley Ron Weasley Hermione Granger George Weasley Angelina Johnson Original Potter Family Characters (Harry Potter) Teddy LupinHogwarts How Do I Tag Not Harry Potter and the Cursed Child Compliant the cursed child was kinda bad don't kill me though please Albus Severus is NONEXISTENT why would he name a child after those men
","
It's Sirius Potter's first year at Hogwarts. I can't think of what else to say, this is just a telling of the events that occur *19 years later*, in a way that is not, however, The Cursed Child.
"
The Badger and The Snake,BritTaeBoo89,24676324,12 Jun 2020,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,905",1,15,192,27,1668,"
Creator Chose Not To Use Archive WarningsKim Taehyung | V/Min Yoongi | SugaKim Taehyung | V Min Yoongi | Suga Park Jimin (BTS) Jeon Jungkooktaegi - Freeform Alternate Universe - Harry Potter Setting Room of Requirement Secret Relationship Soft Min Yoongi | Suga Coming Out BTS Yule Bingo Fluff Established Relationship Soft Kim Taehyung | V Sensitive Taehyung Empath Taehyung Former Character Death Referenced Slytherin Min Yoongi | Suga Hufflepuff Kim Taehyung | V Ravenclaw Jeon Jungkook Slytherin Park Jimin (BTS)
","
For 2 years they've been meeting in secret, until finally they've both had enough.
"
Love Without Demand,frogpatternedrainboots,24676339,12 Jun 2020,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"2,532",1,3,22,0,569,"
Creator Chose Not To Use Archive WarningsGeorge Weasley/ReaderGeorge Weasley Arthur Weasley Molly Weasley Ginny Weasley Hermione Granger Harry Potter Voldemort (Harry Potter) Fleur Delacour Bill Weasley Fred WeasleyFluff Friends to Lovers
","
You reconnect with George Weasley at Bill and Fleur's wedding after a few years of not seeing one another.Takes place during the seventh movie/book
"
New Life,orphan_account,24676546,12 Jun 2020,Not Rated,"F/M, Gen, M/M, Other",Choose Not To Use Archive Warnings,Work in Progress,English,"4,582",5,8,54,7,828,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry Potter Hermione Granger/Ron WeasleyHarry Potter Draco Malfoy Hermione Granger Ron Weasley Albus Dumbledore Severus SnapeAngst Fluff Fluff and Angst Family Dysfunctional Family Young Severus Snape Child Severus Snape Implied/Referenced Abuse Implied/Referenced Child Abuse Tobias is a cunt Harry will adopt baby sev Severus turns into a child because plot Also its hella gay
","
Severus is babyfied and Harry finds him so he's his caretaker now? Albus  ships Draco and Harry and it's all rather sweet.
"
Bees are Few,Nihilistic_Janitor,24676777,12 Jun 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"2,112",1,2,16,2,75,"
Creator Chose Not To Use Archive WarningsLuna Lovegood Merlin (Harry Potter)Time Travel
","
In which Luna Lovegood, sometime after the events of canon, wanders into a forest, goes swimming, becomes the Lady of the Lake, and very nearly catches a Westphalian Stiff-furred Rookschild. The last thing is the one that she is most excited about.
"
Origins of Legends,kuroneko1815,24676939,07 Jul 2020,Not Rated,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"4,678",2,4,88,19,1379,"
Creator Chose Not To Use Archive WarningsMonkey D. Dragon/Lily Luna Potter Gol D. Roger/Portgas D. Rouge Silvers Rayleigh/Shakky Silvers Rayleigh & Lily Luna Potter - Relationship Gillian Owens/OCLily Luna Potter Portgas D. Rouge Gol D. Roger Monkey D. Dragon Silvers Rayleigh Shirohige | Whitebeard | Edward Newgate Monkey D. Garp Roger Pirates Akagami no Shanks | Red-Haired Shanks Didit (One Piece) Dadan (One Piece) Dadan Family Shakky (One Piece) Gillian OwensLily Luna is the reason Shanks ended up with Roger and Rayleigh (not that he knows that) The Revolutionary Army has two parts Lily is the original revolutionary She was inspired by so many musicals She grew up watching the classics (hamilton and wicked and les mis) Also she's George Weasley's daughter and a Potter of Marauder descent Luna Lovegood totally knew the chaos her goddaughter would bring to the OP world Garp doesn't know where his very young son's dreams of a revolution comes from or why 'I be rebel' was his first sentence Rayleigh is Alphard Black Rouge is pretty sure singing isn't part of running a revolution Dragon agrees South Blue woships Lily Luna as a goddess The rest of the world curse her as the trickster and chaos incarnate Dragon Rider Lily Luna She did what to the Celestial Dragons?
","
Or Lily Luna just wanted to find her soul mate but ends up taking care of a little girl named Rouge and having to put her search on hold because if her calculations were right, he was just a toddler. Also what kind of world was this? The maps make no sense, the compass works only half the time, and there's slavery. But hey, at least there's so much new things for her to discover.Oh hey, is that Great Uncle Alphard? Isn't he supposed to be dead? And I'm pretty sure that's an Aunt from the Owen's family.
"
Where the Magic Happens,Nihilistic_Janitor,24677146,18 Sep 2020,Teen And Up Audiences,F/F,Choose Not To Use Archive Warnings,Work in Progress,English,"7,271",5,40,244,50,3690,"
Creator Chose Not To Use Archive WarningsEdelgard von Hresvelg/My Unit | Byleth Tom Riddle | Voldemort & Sothis (Fire Emblem)My Unit | Byleth Edelgard von Hresvelg Tom Riddle | Voldemort Sothis (Fire Emblem)Female My Unit | Byleth Alternate Universe - Reincarnation Slow Burn byleth lives in the woods cause the dursleys are terrible remembers skills from her previous life but not specifics sothis and tom are the best parents yccmv Byleth loves food
","
In which Byleth Potter, the quiet girl who lives in the woods with her imaginary friends Sothis and Tom, gets a letter inviting her to a school for wizards and witches. More importantly, according to Tom, that school has a lake to fish in.
"
Battle of the Heart,ThornedOrchidRose,24677329,12 Jun 2020,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"2,468",2,1,18,1,423,"
Creator Chose Not To Use Archive WarningsHarry Potter/Reader Draco Malfoy/Reader Ron Weasley/Reader Neville Longbottom/Reader Blaise Zabini/Reader Tom Riddle/Reader Cedric Diggory/ReaderHarry Potter Draco Malfoy Ron Weasley Neville Longbottom Blaise Zabini Tom Riddle Cedric Diggory Ginny Weasley Pansy Parkinson Reader Female Reader - CharacterBand Fic Alternate Universe - Rock Band Alternate Universe - Boy Band Alternate Universe - Punk Punk Harry Bad Boys Reader is a Spy
","
You are just an ordinary girl. But one day, when you are forced by Tom Riddle to spy on his rival band, the Parseltongues, made up of Harry Potter, Draco Malfoy, Ron Weasley, Blaise Zabini, and Neville Longbottom, you are thrown into a world so new and exciting as their manager. Will you learn their secrets? Or will they learn your heart?
"
Draco's Diary,isawthewolf,24677908,02 Dec 2020,Explicit,"F/M, Multi","Rape/Non-Con, Underage",Work in Progress,English,"5,214",5,2,82,16,6543,"
Rape/Non-Con UnderageDraco Malfoy Vincent Crabbe Gregory Goyle Pansy Parkinson Millicent BulstrodeUnderage Sex Violent Sex Misogyny Masturbation Mutual Masturbation Abusive Relationships Group Sex Piss Watersports Homophobic Language aggressive sex Rape Verbal Abuse
","
Draco keeps a dark and disturbing diary. It details the darkest side of his personality, and the experience of a popular Pureblood Slytherin you'd never see in the books or film. Not for the faint hearted.This will get worse as he gets older.
"
Honestly?,LetUsWriteItOut,24678010,19 Aug 2020,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"30,083",21,122,221,23,7377,"
Creator Chose Not To Use Archive WarningsHarry Potter/Severus Snape Regulus Black/Severus SnapeHarry Potter Severus Snape Hermione Granger Ron WeasleyPost-Traumatic Stress Disorder - PTSD Severus Snape-centric Challenge Response References to Depression
","
Severus is unable to lie, but Harry just wouldn't leave him alone.I got the prompt for this fic from ladyofsilverdawn. I'd like to thank her very much for it! XOXO
"
Drarry Oneshots,drarryxxloverxxobsession,24678091,04 Sep 2020,Not Rated,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"14,485",11,28,229,2,3288,"
Creator Chose Not To Use Archive WarningsDraco Malfoy/Harry PotterDraco Malfoy Harry Potter
","
Okay sooooooooo I have wanted to make one of these for ages.I'm going to give it a shot? Like I will post oneshots when I write them and get off my arse to post them too.So with that, I hope you enjoy.~JazDISCALIMER: I do not own Harry Potter, Queen J.K Rowling does. I own the plots and stuff so if you want to use an idea, please tell me and tag me if you ever end up posting. :-)I hope you had/have a lovely day/night!!!
"
The House of Gaunt,Franzbroetchen,24678109,12 Jun 2020,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"10,847",2,0,0,0,27,"
Creator Chose Not To Use Archive WarningsMedea Gaunt (OC) Marvolo Gaunt Marvolo Gaunt's Father Thomas Riddle
","
Medea Gaunt returns from her final year at Hogwarts to her family's gloomy home. With her father, a grieving widower, having withdrawn from the world, and her brother's sanity failing, the future of the family rests on Medea's shoulders. Trying to reveal the mysteries of her past while faced with an uncertain future, Medea has to decide who she really is.
"
A Cho by Any Other Name,reiaheadofyou,24678208,12 Jun 2020,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,366,1,2,17,1,65,"
Creator Chose Not To Use Archive WarningsCho Chang Marietta EdgecombeHeadcanon asian hogwarts students deserve better so a compromise
","
Charlotte Chang was dubbed Chinese Charlotte when Charlotte McGuffin moved next door. Charlie Chang faced a sea of Charlies, crowning her the unwanted spot as ""Chinese Charlie"", so she tries to think of a way to fix her dilemma.
"
The Curse of the Moon,lyraonyx,24678286,30 Apr 2022,Explicit,M/M,"Graphic Depictions Of Violence, Rape/Non-Con, Major Character Death",Work in Progress,English,"83,825",22,549,811,241,30269,"
Graphic Depictions Of Violence Rape/Non-Con Major Character DeathHarry Potter/Severus Snape Harry Potter/Severus Snape/Original Male Character(s)Lucius Malfoy Ron Weasley Hermione Granger Original House-Elf Character(s) House-Elves (Harry Potter)Implied/Referenced Child Abuse Rape Recovery Post-Traumatic Stress Disorder - PTSD Werewolves Werewolf Teddy Lupin Threesome - M/M/M Angst Fluff and Angst Minor Character Death Vampires Elves Mythical Beings & Creatures Creature Fic Slow Burn Ministry of Magic (Harry Potter) Art Implied/Referenced Underage Rape/Non-con
","
When Severus accepts Harry, the couple thinks their difficulties are over, but a new conflict soon shows its ugly face. Before the sun sets on their first week together, Severus finds himself facing his worst nightmare and opposition too steep to overcome alone. With Xerides at their side and their friends at their back, the couple sets out on a race against the clock and the corrupt Ministry to save their family and break the purebloods' control of wizarding Britain, once and for all.*added a warning for MCD. It does NOT apply to the main trio. This series does have a happy ending (eventually).*
"
The Last First Snow,polverine,24678460,12 Jun 2020,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,020",1,12,24,3,297,"
No Archive Warnings ApplySirius Black/Marlene McKinnonSirius Black Marlene McKinnonMarauders Era (Harry Potter) Fluff with a sprinkling of angst
","
Marlene wakes Sirius up in the middle of the night to look at the snow.Based on the prompt 'Sirius and Marlene looking at stars and the beginning of snow falling. Very sweet story of them discussing life' for the Blackinnon readathon.
"
"Rock, Paper, Wedding Ring?",Gloryofluv,24679042,22 Jun 2020,Mature,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"60,993",23,60,137,26,3564,"
Creator Chose Not To Use Archive WarningsHermione Granger/Severus SnapeHermione Granger Severus Snape Draco Malfoy Astoria Greengrass Ginny Weasley Harry Potter Lucius Malfoy Narcissa Black Malfoy Molly Weasley Arthur WeasleyForced Marriage Alternate Universe - Arranged Marriage Family Drama Internal Conflict Love/Hate Angst Forced Relationship Severus Snape Lives Difficult Decisions Secret Identity Secret Crush
","
Ginny decided to start a page in the Prophet to push for anonymous writing. Hermione, unfortunately, gets dragged into the fold to start said chaos and finds that it may not be half bad. It was lovely to be admired, but what if her secret fan is someone she despises. Things seem to fall to complete chaos after the announcement of a forced hand. Will Hermione be able to retain her plans through all the muck it brings. Even if that person has no interest in it? Oh, let's not forget how til death do us part is quite a bold statement for someone you loathe.
"
Amortentia,Im_breaking_down,24679303,12 Jun 2020,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,704,1,1,88,4,1990,"
No Archive Warnings ApplySirius Black/Remus LupinSirius Black Remus LupinAmortentia First Kiss Love Confessions Dorks in Love How Do I Tag I Tried
","
Remus lupin is late for potions class and accidentally confesses his love for his best friend to the entire class
"
Hinny Drabbles,LH_87,24679402,12 Jun 2020,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,092",1,1,42,3,1543,"
No Archive Warnings ApplyHarry Potter/Ginny WeasleyHarry Potter Ginny WeasleyHinny
","
Harry and Ginny ~1000 word ramble
"
