ID,Tags,Summary,Date_published
24050668,Do-OverTime Travel Fix-ItTime TravelMaster of Death Harry PotterHorcruxesMisguided Albus DumbledorePOV Harry PotterHarry Potter is over itHogwarts First YearBook 1: Harry Potter and the Philosopher's StoneBook 2: Harry Potter and the Chamber of SecretsBook 4: Harry Potter and the Goblet of FireBook 3: Harry Potter and the Prisoner of Azkaban ,"Harry, Hermione and Ron all woke up in their eleven year old bodies with knowledge of their future and deiced that some things need to be fixed. ",2020-05-07
24050755,Harry Potter was Raised by Other(s)Innocent Harry PotterImplied/Referenced Child AbuseHarry Potter Needs a HugChild Harry PotterPre-HogwartsPre-CanonLesbians!Harry gets two amazing lesbian momswho love him very muchHappy EndingOne ShotInspired by TumblrSelf-IndulgentFluffAdorable Harry Potteralternative universeLGBTQ CharacterThis Was Supposed To Be A One ShotThis is no longer a One ShotThis is now a series ,"And sometimes, when a young magical child wishes for something very hard, their uncontrolled magic tries very hard to make that wish come true.
Perhaps that is why young Harry Potter woke up not in his cupboard, but in an alleyway in America.
AKA
How Harry Potter gets two amazing lesbian moms who love him very much , This was inspired by me remembering a tumblr post I read over a year ago and my desire to procrastinate on my spanish work. You're welcome. ",2020-05-07
24051031,Character StudyEnemies to Friends to LoversFalling In LoveGrief/MourningHurt/ComfortMinor Character DeathDragonsNot Epilogue Compliant ,"By all accounts, Draco Malfoy should be content with his life. A caretaker of the Wizarding Wild’s rarest, most majestic creatures, he begins and ends every day amid effusion, beauty, and a sense of purpose. But still, he wrestles with himself, and walks the world restless. Then, Harry Potter stumbles back into his life, and he’s at a crossroads as well - struggling to convince himself that the life laid out for him is the one he truly wants. When Draco looks at him, he sees himself at sixteen. The same fear, the same despair. The same, iron-stiff conviction that he has no other choice. But now he knows: always, always, he has one. , Welcome! This fic is completely finished and is comprised of a total of 6 chapters, 16k words. I will be updating Mon/Wed/Fri until the end. There are no major content warnings for this work, though if you are sensitive to themes of grief, maybe give this fic a pass.Enjoy! ",2020-05-11
24051064,Underage SexUnplanned PregnancyMiscarriageAlternate Universe - HogwartsAngstNo Happy Ending FestSame AgeBellamione Cult: May Event 2020Graphic Description of Corpses ,"Bellatrix Black should protect her own virtue and meet her family's expectations. Defying them, Bellatrix can have what she really wants... but now it is only a memory. , Read the tags they are your warnings! ",2020-05-07
24051184,Canonical Child AbuseChild NeglectManipulative Albus DumbledoreDursley Family Bashing (Harry Potter)Vernon Dursley Being an AssholePost-Harry Potter and the Deathly HallowsHarry Potter Epilogue What Epilogue | EWEHogwarts Eighth YearHarry Potter Deserves BetterHurt Harry PotterSelf-ReflectionAngst and Hurt/ComfortGood Draco MalfoyPre-SlashPOV Second PersonHarry Potter-centricHarry Potter having Slytherin traits outside of Voldemort ,"You have many marks, many signs of loss and pain – because pain, as you know, is taught, and the Dursleys were excellent teachers. , Uhhhh oops? I'm still stuck? HP fandom is holding me hostage? , if you like this fic and want to support me + my writing feel free to check out my tumblr <3 ",2020-05-07
24051568,FriendshipOuter Space ,Sirius and James found them into another dimension after a Qudditch training，where they met Ginny Weasley. Ginny friendship with Prongs and Padfoot. ,2020-05-07
24051625,AngstHeavy AngstAngst with a Happy EndingHurt/ComfortHurtHurt No ComfortPsychological TraumaPsychological TortureDepressionDepressingI'm SorryLove LettersLettersthis whole messaging thing going onHow Do I TagI'm Bad At Summariessorry lmaoI Blame TumblrAzkabanSad Sirius BlackSirius Black Needs a HugRemus Lupin Needs a HugEveryone Needs A HugEveryone Has Issuesim sorrySirius Black in Azkaban ,"In a haze, Sirius finds himself trapped in Azkaban- a nightmare fortress. The only thread of sanity, letters from an old lover, keeping him from spiralling down is grabbed away from him. What must he do now? , I've been working on this shit for half a year and decided to just post it now. Does it include poorly written shit that i'm, too tired to edit out? Yes it does. So yes, have some freshly brewed angst:)The title of this fic came from the song Even in Death, by Evanescence. I can't even begin to describe how beautiful Evanescence it, but it was a large portion of the music i listened to while writing this.(also what the fuck is the summary im so sorry i cant do summaries) , if you managed to sit through this shit, i apologise for taking away your sanity and mental stability. ",2020-06-04
24052357,MysteryAction/AdventureSlow BurnPost-Traumatic Stress Disorder - PTSDMental Health Issues(Mostly) Sane Tom RiddleHarry Potter's Hero ComplexMagical ArtifactsPlot TwistsFather Figure Albus DumbledoreEnemies to LoversHurt/ComfortAngst with a Happy EndingAlternate Universe - Time TravelSurvivor GuiltRemorseRedemptionClues and Riddles ,"When Harry called upon Death to pay his due, Death had smiled—a mysterious and delicate thing—and said, ""Anything for a friend.""Alternatively: A debt owed to Dumbledore is repaid to Harry upon his death. Now if only Harry can figure out why it has anything to do with Tom Riddle, a Serbian monastery, and a mysterious magical artifact. ",2020-05-09
24052435,Marauders Era (Harry Potter)MaraudersMarauders Friendship (Harry Potter)HogwartsMild Language ,"If two twins were so identical that they got muddled up at birth, how are they supposed to know who is actually who, especially when no-one seems to be able to tell them. How does this change their Hogwarts days, and how surprised will Severus be when, after ""Evans, Lily"" a second name, ""Evans, Rose"" is called.Or...Lily Evans has an identical twin. How does this change things?Marauders 1st year , Disclaimer: everything you recognise belongs to J.K. Rowling. ",2020-05-07
24052984,Canon CompliantHarry Potter Epilogue What Epilogue | EWEDraco Malfoy and Hermione Granger Get MarriedPast Hermione Granger/Ron WeasleyOne-Sided Hermione Granger/Ron WeasleyPast Astoria Greengrass/Draco MalfoyPOV Ron WeasleyWeddingsWedding FluffLuna Lovegood & Draco Malfoy FriendshipBittersweetbut a lot of sweetCute Ending ,"Ron had always known that he would be at Hermione Granger's wedding. It's just, he had always thought that he would be the groom. ",2020-05-07
24053842,Child AbuseInternalized Homophobiapretty gritty tbhthis one got darkit ends okay but it’s ANGST for the most partsorry - Freeform ,"Seamus Finnigan is the Carrow’s prime target. And he knows exactly why. , Hope you enjoy this gritty Deamus fic....my longest story for sure.Hit me up on twitter, @newtmastheglue! ",2020-05-07
24053875,Marriage to save villain from executionWe Don't Like Each Other But We Sure Will Keep FuckingDubious ConsentFuck Or DieTreat ,"Harry is tired of death. Tired of the aftermath of the war. Tired of the “neutral” blood purists who, having taken no side in the war, have taken over the Ministry and declaring themselves the only people who can preside fairly over the war trials.  So when the announcement that Draco Malfoy will be Kissed is published Harry will do anything to prevent another pointless death. , Written for Dytabyte’s Id Pro Quo request.

Tags: Harry Potter/Draco Malfoy (Harry Potter Books), Medium: Fanfiction, Accidental Marriage - Due to Misunderstanding the Norms of Another Culture, Antagonistic Sex - 'Make Me', Enemies to Lovers - Accidental soulbond between enemies, Identity Porn - nemeses A & B just found out their secret identities are married to each other, Marriage to save villain from execution, Monstrous transformation does not get in the way of a relationship - in fact it makes things better, Misunderstandings - Pining character thinks they're FWB; other thinks they're already dating, Spanking - Dom who's reluctant to spank starts getting into it, Villians keep tying character up leading to bondage kink, We Don't Like Each Other But We Sure Will Keep Fucking,  Ritual Sex Magic, If I Must Solve A Dozen Geopolitical Problems Just To Have Sex With You Then I Will
Summary:I tried to pick free forms that go together, but feel free to pick and choose whatever piques your interests. It's Drarry and thus I am open to anything c:
Please note that I don't care if you want to ignore the epilogue and post-books material, and I'm also super okay with you setting your fic at whatever point in the timeline piques your interest, whether that be in third year, seventh year, or years after they graduate.
DNW: mundane AU (coffeeshop, no powers), issue fic, mommy/daddy kink ",2020-05-07
24054133,Alternate Universe - Sentinels & GuidesSentinel AUSentinel VoldemortGuide HarryRehabilitation(say it with me now)soft ,"People talk. People whisper.Harry hears it behind his back: The Guide that tamed the Dark Lord, they call him. It makes him feel sick to his stomach. Or, in another life, there's neither a prophecy nor a botched horcrux ritual tying Harry Potter and Lord Voldemort together, but. They find each other anyway. , To modoki, because we were talking abt wanting more sentinel au and how if you wanted something done, you better do it yourself, , my feelings are deep for this but so's the ocean,,,welp back to animal crossing!! ",2020-05-07
24054292,Soulmate-Identifying MarksAlternate Universe - Soulmatestom is a lotTriwizard TournamentHogwarts Fifth YearRating Might Changewe'll see..Harri is a lil darkHarry Potter & Tom Riddle Attend Hogwarts TogetherAlternate Universe - Always a Different SexFemale Harry PotterOther Additional Tags to Be AddedSlow BurnEventual Romance ,"The problem growing up with nothing is that once Harri was given something of her own, she wasn’t keen to share. An outreached arm offering a palm to shake as she introduces herself, a sharing of their names, a brush of fingers, a bright burn over her ribs, the feeling of becoming whole. Harri Potter meets the eyes of Tom Riddle and thinks Mine. ",2020-05-07
24054313,Dark Tom RiddleTop Tom RiddleBelly KinkBelly ExpansionEnemasGratuitously Hot VoldemortTop Voldemort (Harry Potter)Bottom Harry Potterbelly inflationwater inflation ,"""You got to practice, darling.""""For what?""""Don't you want to help me?""""I do, I do. But-"" ",2020-05-07
24054388,Marauders Era (Harry Potter)MaraudersMarauders Friendship (Harry Potter)HogwartsFanfiction ,A Wolfstar and Jily fanfiction. ,2020-05-07
24054400,,Minerva McGonagall is pondering over an academic essay in the early morning hours. ,2020-05-07
24054595,,,2020-05-07
24054610,Alpha/Beta/Omega DynamicsOmegaverseABOExtremely Dubious ConsentRape/Non-con ElementsAttempted Sexual AssaultAlpha Draco MalfoyOmega Hermione GrangerDarkChasingHuntingKnottingBitingOutdoor SexAlternate Universe - Canon DivergenceHarry DiesVoldemort is getting more powerfulHermione is captured ,"Omegas were a rarity nowadays. Plenty of alphas were still born, especially in the ranks of the pureblooded, but omegas were few and far between. Hermione hadn’t known what was wrong with her when she’d suddenly come over with a burning fever, an itchy throat and a raging libido in the middle of her and Harry’s tent that first time about three months ago. Harry had been equally clueless, pressing a cold compress to her forehead, blushing red and pushing her away as she begged him to fuck her to stop the pain. In the end, he’d warded her in the tent by herself, leaving her alone until she emerged a few days later, pale and ashamed and confused.        	It hadn’t taken the Death Eaters long to work out just what was wrong with her – or right with her, the way they saw it... , PLEASE HEED THE TAGS FOR THIS FIC.This is a dark ABO fic with EXTREMELY dubious consent / non-con elements and ABO elements such as knotting, biting and mating. Please be aware if any of this concerns you.Having said that, if you choose to read I hope you enjoy! I have PLANS (TM) to expand this into a multi-chapter fic, so if you enjoy it and you'd be interested in reading more, please consider leaving a comment to let me know! Huuuuuuuuuge thanks to the wonderful Grace Lou Freebush for both the alpha and the beta on this - my writing is improving every time I work with you and I am so grateful for your help! ❤️ ",2020-05-07
